0.58819,1.0053, ,0.999917,4.99553e-07,7.71498e-05,5.19634e-06,1
0.17345,1.5659, ,1,4.41961e-12,2.31769e-11,1.68413e-09,1
-0.036468,1.4053, ,1,1.94098e-10,1.49251e-10,1.12892e-09,1
0.072049,1.3102, ,1,1.03443e-09,9.98046e-10,5.91556e-09,1
0.54047,1.0593, ,0.999984,1.68098e-07,1.371e-05,2.14989e-06,1
-0.25,1.6236, ,1,3.47396e-12,2.11815e-12,3.11574e-11,1
0.03182,1.5582, ,1,5.0522e-12,1.32828e-11,4.05053e-10,1
-0.2571,1.6415, ,1,2.34543e-12,1.50019e-12,2.44194e-11,1
-0.023798,1.4701, ,1,4.30003e-11,5.15667e-11,5.87623e-10,1
-0.39845,1.5091, ,1,1.24172e-10,1.72274e-11,1.06162e-10,1
0.057488,1.4731, ,1,3.15471e-11,6.46583e-11,1.01602e-09,1
-0.36056,1.4476, ,1,4.0619e-10,5.08797e-11,2.75773e-10,1
0.4343,1.2806, ,1,2.62413e-09,7.16184e-08,1.6448e-07,1
0.35152,1.3097, ,1,1.06436e-09,1.06878e-08,5.4436e-08,1
0.092182,1.4161, ,1,1.01193e-10,1.9543e-10,2.22209e-09,1
0.1715,1.4958, ,1,1.85263e-11,7.77592e-11,2.4826e-09,1
0.17386,1.4848, ,1,2.32689e-11,9.53105e-11,2.72935e-09,1
-0.12015,1.4212, ,1,1.99372e-10,9.47701e-11,6.51167e-10,1
-0.066416,1.4539, ,1,7.38425e-11,6.07834e-11,5.51667e-10,1
0.1115,1.4004, ,1,1.36688e-10,2.77109e-10,2.97296e-09,1
0.41953,1.1974, ,1,9.95863e-09,1.81807e-07,2.33757e-07,1
0.2523,1.5178, ,1,1.47467e-11,1.00289e-10,5.59014e-09,1
0.29505,1.1811, ,1,9.84236e-09,3.43325e-08,9.39828e-08,1
-8.0962e-05,1.5069, ,1,1.72857e-11,2.93368e-11,4.80906e-10,1
0.27695,1.3344, ,1,5.36237e-10,2.72025e-09,2.1455e-08,1
-0.057154,1.5186, ,1,1.6198e-11,2.02105e-11,2.88477e-10,1
-0.15825,1.4338, ,1,1.81424e-10,7.18218e-11,4.85067e-10,1
0.4283,0.40593, ,0.991265,0.00738534,0.00092966,0.000419783,1
0.14788,1.424, ,1,8.03455e-11,2.26911e-10,3.27682e-09,1
-0.059371,1.5732, ,1,4.63012e-12,7.58462e-12,1.67779e-10,1
0.1969,1.5662, ,1,4.67076e-12,2.70449e-11,2.22373e-09,1
0.22786,1.4473, ,1,5.43847e-11,2.6795e-10,6.14481e-09,1
0.38144,1.4154, ,1,1.85124e-10,3.24035e-09,4.60598e-08,1
0.38397,1.3068, ,1,1.28974e-09,1.8985e-08,7.94094e-08,1
0.57625,1.1041, ,0.99998,1.06781e-07,1.77705e-05,2.27715e-06,1
-0.087753,1.5044, ,1,2.55433e-11,2.40656e-11,2.7857e-10,1
0.90825,1.3475, ,0.99074,5.41428e-08,0.0088946,0.000364875,1
0.14048,0.5947, ,0.999127,0.00083103,1.36616e-05,2.80061e-05,1
0.4421,1.3959, ,1,3.77278e-10,1.41175e-08,1.12964e-07,1
0.38627,1.44, ,1,1.2203e-10,2.35328e-09,4.46685e-08,1
-0.6064,1.4623, ,1,1.2879e-09,5.68732e-11,2.64906e-10,1
0.4442,1.0033, ,0.999994,2.79614e-07,3.80158e-06,1.614e-06,1
0.23438,1.2759, ,1,1.57378e-09,4.47207e-09,2.4048e-08,1
0.628,0.79784, ,0.998244,1.20399e-05,0.00169748,4.61576e-05,1
0.63449,0.42574, ,0.963072,0.00327686,0.0325192,0.00113173,1
0.42942,1.4098, ,1,2.72377e-10,8.73615e-09,9.02532e-08,1
0.027048,1.3871, ,1,2.27297e-10,2.44584e-10,1.94158e-09,1
0.55467,0.58451, ,0.997299,0.00029941,0.00220974,0.000192284,1
0.48032,1.5374, ,1,3.88798e-11,3.12416e-09,1.35699e-07,1
0.28433,1.0048, ,0.999999,2.81694e-07,3.45783e-07,5.98236e-07,1
0.19883,1.3573, ,1,3.12264e-10,9.36043e-10,8.78898e-09,1
0.13507,1.3457, ,1,4.15733e-10,7.58846e-10,5.94408e-09,1
-0.36841,1.4604, ,1,3.17837e-10,4.06981e-11,2.26245e-10,1
0.31711,1.3914, ,1,2.09938e-10,1.77364e-09,2.31218e-08,1
0.28066,1.3846, ,1,2.09683e-10,1.26567e-09,1.59621e-08,1
0.45696,1.0194, ,0.999994,2.20662e-07,3.9653e-06,1.511e-06,1
-0.23783,1.4815, ,1,9.28941e-11,2.86197e-11,2.02835e-10,1
0.42935,0.76121, ,0.999919,1.82844e-05,4.48276e-05,1.75442e-05,1
0.20455,1.5022, ,1,1.73129e-11,8.75121e-11,3.43812e-09,1
0.53249,1.2625, ,0.999999,6.61074e-09,7.69029e-07,6.22999e-07,1
-0.37383,1.4506, ,1,4.10021e-10,4.85533e-11,2.61833e-10,1
0.40208,0.96181, ,0.999995,5.45838e-07,3.0079e-06,1.87073e-06,1
-0.5833,1.5911, ,1,5.82287e-11,4.81011e-12,3.04529e-11,1
0.63684,1.0018, ,0.999735,7.26426e-07,0.000255409,8.63702e-06,1
-0.22373,1.41, ,1,4.40251e-10,1.00283e-10,5.67848e-10,1
0.32616,1.3795, ,1,2.71169e-10,2.43565e-09,2.73844e-08,1
-0.0024959,1.4148, ,1,1.37105e-10,1.40366e-10,1.20915e-09,1
0.45125,1.0563, ,0.999997,1.1806e-07,2.23165e-06,1.01551e-06,1
0.058873,1.4108, ,1,1.22608e-10,1.85688e-10,1.84331e-09,1
-0.20028,1.4284, ,1,2.55755e-10,7.47554e-11,4.62966e-10,1
0.078962,1.6242, ,1,1.13371e-12,4.90606e-12,4.10989e-10,1
0.18401,0.99461, ,0.999999,4.58324e-07,1.69726e-07,4.24505e-07,1
-0.086634,1.4401, ,1,1.10648e-10,7.34591e-11,5.89346e-10,1
0.49159,0.61431, ,0.999172,0.000203597,0.000523789,0.000101038,1
-0.3496,1.4124, ,1,8.43844e-10,9.38054e-11,4.71706e-10,1
0.1559,1.4974, ,1,1.76125e-11,6.87368e-11,2.08548e-09,1
0.36596,1.1521, ,1,1.82823e-08,1.37714e-07,2.11661e-07,1
0.17816,1.3456, ,1,3.96861e-10,9.79438e-10,8.20451e-09,1
-0.34372,1.5381, ,1,4.56255e-11,9.94552e-12,7.30912e-11,1
0.26902,1.2804, ,1,1.47404e-09,5.81161e-09,3.05337e-08,1
0.26548,1.349, ,1,3.96495e-10,1.90856e-09,1.72767e-08,1
-0.33838,1.4464, ,1,3.67026e-10,5.16111e-11,2.85075e-10,1
0.67663,1.4181, ,0.999992,1.63699e-09,3.11701e-06,4.52358e-06,1
0.50406,1.399, ,1,5.47474e-10,5.18398e-08,2.74996e-07,1
0.13148,1.4818, ,1,2.41128e-11,7.82931e-11,1.81762e-09,1
0.25594,1.3225, ,1,6.47637e-10,2.64069e-09,1.92681e-08,1
-0.24853,1.4432, ,1,2.37382e-10,5.55973e-11,3.38081e-10,1
0.34451,1.5589, ,1,1.04877e-11,1.52814e-10,1.61866e-08,1
-0.15092,1.4304, ,1,1.88791e-10,7.69658e-11,5.19476e-10,1
0.065232,1.333, ,1,6.48377e-10,6.7624e-10,4.39771e-09,1
0.28329,1.3728, ,1,2.6403e-10,1.57872e-09,1.76677e-08,1
0.66026,0.43645, ,0.944194,0.00262993,0.0519577,0.00121822,1
-0.36929,1.5099, ,1,1.02423e-10,1.67317e-11,1.07227e-10,1
-0.20248,1.3536, ,1,1.38811e-09,2.63942e-10,1.31184e-09,1
-0.56884,1.5417, ,1,1.6748e-10,1.19327e-11,6.74431e-11,1
0.46779,1.3376, ,1,1.22077e-09,6.00968e-08,1.9733e-07,1
-0.078212,1.541, ,1,1.05198e-11,1.2877e-11,2.00501e-10,1
0.040362,1.6313, ,1,9.7634e-13,3.6634e-12,2.60461e-10,1
0.50733,1.1579, ,0.999997,2.99214e-08,1.86028e-06,7.61131e-07,1
0.25189,1.5176, ,1,1.47815e-11,1.00242e-10,5.56718e-09,1
0.3411,1.009, ,0.999998,2.3887e-07,6.56964e-07,7.80087e-07,1
-0.024125,1.4426, ,1,7.99937e-11,8.24071e-11,7.87308e-10,1
0.25844,1.3228, ,1,6.46257e-10,2.69386e-09,1.96638e-08,1
0.97393,1.0985, ,0.41956,1.93294e-06,0.580014,0.00042383,3
0.54185,1.3996, ,0.999999,7.19577e-10,1.24995e-07,4.89941e-07,1
0.32043,0.77322, ,0.999963,1.93304e-05,8.32576e-06,8.89111e-06,1
0.37918,1.0988, ,0.999999,4.80163e-08,3.54707e-07,3.89946e-07,1
-0.00081709,1.5658, ,1,4.57171e-12,1.03369e-11,2.86167e-10,1
0.70608,1.4432, ,0.999988,1.40217e-09,4.89844e-06,7.56721e-06,1
0.35005,1.4376, ,1,1.0446e-10,1.33641e-09,2.78506e-08,1
0.3461,1.7117, ,1,5.30071e-13,9.49386e-12,9.85093e-09,1
-0.39074,1.4575, ,1,3.87163e-10,4.33946e-11,2.34337e-10,1
0.40413,1.2649, ,1,2.93753e-09,5.11909e-08,1.27035e-07,1
